name,gender,age,diver_id,dive_number,event,height,date,score,meet
Max Valasek,M,23,32577,103B,platform,5,2013-12-13,36.0,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,103B,platform,5,2013-07-31,37.6,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,103B,platform,5,2013-07-11,26.4,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103B,platform,5,2019-07-30,31.2,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,103B,platform,5,2018-07-29,33.6,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,103B,platform,5,2018-03-08,36.0,2018 Texas All Star Challenge
Max Valasek,M,23,32577,103B,platform,5,2016-08-01,29.6,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,103B,platform,5,2015-03-27,34.4,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,103C,platform,5,2012-07-12,28.0,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,105B,platform,5,2019-07-30,35.1,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,105C,platform,5,2018-06-28,48.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,105C,platform,5,2017-04-21,43.2,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,105C,platform,5,2016-08-01,39.6,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,105C,platform,5,2016-07-07,46.8,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,105C,platform,5,2015-08-01,43.2,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,105C,platform,5,2015-06-11,39.6,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,105C,platform,5,2015-03-27,37.2,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,105C,platform,5,2014-12-05,37.2,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,105C,platform,5,2013-07-11,28.8,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,105C,platform,5,2014-08-04,39.6,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,105C,platform,5,2014-08-04,45.1,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,105C,platform,5,2014-07-10,34.1,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,105C,platform,5,2013-12-13,22.0,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,105C,platform,5,2013-07-31,46.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,105C,platform,5,2013-07-31,37.4,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,107B,platform,10,2019-06-14,31.5,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,107B,platform,10,2018-07-29,36.0,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,201B,platform,5,2019-07-30,25.6,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,201B,platform,5,2019-06-14,32.8,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,201B,platform,5,2018-07-29,28.8,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,201B,platform,5,2018-06-28,27.2,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,201B,platform,5,2018-03-08,19.2,2018 Texas All Star Challenge
Max Valasek,M,23,32577,201B,platform,5,2017-04-21,20.0,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,201C,platform,5,2016-08-01,24.75,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,201C,platform,5,2016-07-07,27.0,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,201C,platform,5,2015-08-01,29.25,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,201C,platform,5,2015-03-27,27.75,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,201C,platform,5,2014-12-05,33.0,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,201C,platform,5,2014-08-04,25.5,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,201C,platform,5,2014-07-10,22.5,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,platform,5,2013-12-13,27.75,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,201C,platform,5,2013-07-31,30.75,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,201C,platform,5,2013-07-11,21.75,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,platform,5,2013-05-24,25.5,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,201C,platform,5,2012-08-01,24.75,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,201C,platform,5,2012-07-12,18.75,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,203B,platform,5,2017-04-21,40.25,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,205C,platform,5,2019-07-30,36.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,205C,platform,5,2019-06-14,34.5,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,205C,platform,5,2015-08-01,16.8,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,205C,platform,5,2015-06-11,32.2,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,301B,platform,5,2019-07-30,30.6,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,platform,5,2019-06-14,26.35,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,platform,5,2018-07-29,27.2,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,platform,5,2018-06-28,34.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,platform,5,2017-04-21,23.8,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301C,platform,5,2016-08-01,20.8,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,301C,platform,5,2016-07-07,21.6,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,301C,platform,5,2015-03-27,27.2,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,301C,platform,5,2013-12-13,23.2,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,301C,platform,5,2013-07-31,28.0,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,301C,platform,5,2013-07-31,35.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,301C,platform,5,2013-07-11,24.0,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,platform,5,2013-05-24,26.4,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,303C,platform,5,2019-07-30,12.6,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,303C,platform,5,2019-06-14,40.95,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,303C,platform,5,2018-07-29,18.9,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,303C,platform,5,2018-06-28,22.05,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,401B,platform,5,2019-07-30,27.75,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,401B,platform,5,2019-06-14,27.0,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,401B,platform,5,2018-07-29,25.5,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,401B,platform,5,2018-06-28,27.75,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,401B,platform,5,2017-04-21,27.0,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,401B,platform,5,2016-07-07,27.0,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,401B,platform,5,2013-05-24,29.25,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,401B,platform,5,2012-08-01,33.75,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,401B,platform,5,2012-07-12,21.75,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403B,platform,7.5,2019-07-30,42.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,403B,platform,7.5,2019-06-14,47.25,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,403C,platform,5,2018-07-29,37.4,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,403C,platform,5,2018-06-28,41.8,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,403C,platform,5,2018-03-08,16.5,2018 Texas All Star Challenge
Max Valasek,M,23,32577,403C,platform,5,2017-04-21,41.8,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,403C,platform,5,2016-08-01,39.6,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,403C,platform,5,2016-07-07,48.4,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,403C,platform,5,2015-08-01,39.6,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,403C,platform,5,2015-06-11,42.9,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,403C,platform,5,2015-03-27,12.1,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,403C,platform,5,2014-12-05,36.3,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,403C,platform,5,2014-08-04,48.4,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,403C,platform,5,2014-07-10,46.2,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403C,platform,5,2013-12-13,36.3,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,403C,platform,5,2013-07-31,39.6,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,platform,5,2013-07-11,42.9,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403C,platform,5,2013-05-24,46.2,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,403C,platform,5,2012-08-01,33.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,platform,5,2012-08-01,44.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,platform,5,2012-07-12,33.0,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,404C,platform,5,2015-08-01,46.2,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,404C,platform,5,2015-06-11,49.0,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,404C,platform,5,2014-12-05,49.0,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,404C,platform,5,2014-08-04,50.4,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,404C,platform,5,2014-08-04,42.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,404C,platform,5,2013-12-13,40.6,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,404C,platform,5,2013-07-31,37.8,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,404C,platform,5,2013-07-31,46.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,404C,platform,5,2013-07-11,44.8,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,405C,platform,7.5,2015-03-27,35.1,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,405C,platform,7.5,2014-07-10,35.1,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,5231D,platform,5,2019-07-30,38.85,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,5231D,platform,5,2019-06-14,45.15,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,5231D,platform,5,2018-06-28,40.95,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,5231D,platform,5,2017-04-21,32.55,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,platform,5,2016-08-01,38.85,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5231D,platform,5,2015-06-11,32.0,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,5231D,platform,5,2015-03-27,33.0,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,5231D,platform,5,2014-12-05,35.0,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,5231D,platform,5,2014-08-04,47.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,5231D,platform,5,2014-08-04,39.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,5231D,platform,5,2014-07-10,42.0,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,5233D,platform,5,2018-07-29,32.5,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,5233D,platform,5,2018-06-28,41.25,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,5233D,platform,5,2017-04-21,36.25,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5233D,platform,5,2016-08-01,28.75,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5233D,platform,5,2016-07-07,36.25,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,5233D,platform,5,2015-08-01,22.8,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5233D,platform,5,2015-06-11,32.4,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,612B,platform,5,2019-06-14,39.95,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,612B,platform,5,2018-06-28,28.9,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,612B,platform,5,2017-04-21,33.15,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,612B,platform,5,2016-07-07,26.35,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,612B,platform,5,2015-08-01,32.4,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,612B,platform,5,2015-06-11,37.8,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,612B,platform,5,2014-12-05,26.1,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,612B,platform,5,2014-08-04,30.6,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,612B,platform,5,2014-07-10,27.9,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,612B,platform,5,2013-12-13,17.1,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,612B,platform,5,2013-07-31,30.6,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,612B,platform,5,2013-07-11,33.3,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,612B,platform,5,2013-05-24,34.2,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,612B,platform,5,2019-07-30,34.2,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,612B,platform,5,2018-07-29,26.6,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,612B,platform,5,2018-03-08,36.1,2018 Texas All Star Challenge
Max Valasek,M,23,32577,612B,platform,5,2016-08-01,38.0,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,612B,platform,5,2015-03-27,36.1,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,614B,platform,10,2018-07-29,38.4,2018 USA Diving Junior National Championships
