name,gender,age,diver_id,dive_number,event,height,date,score,meet
Max Valasek,M,23,32577,201C,3 meter,3,2014-07-10,34.85,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,3 meter,3,2014-06-13,37.4,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,201C,3 meter,3,2014-04-25,26.35,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,201C,3 meter,3,2014-03-07,29.75,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,201C,3 meter,3,2014-02-15,32.3,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,201C,3 meter,3,2013-12-13,28.05,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,201C,3 meter,3,2013-07-31,27.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,201C,3 meter,3,2013-07-11,32.3,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,3 meter,3,2013-06-07,29.75,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,201C,3 meter,3,2013-05-24,26.35,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,201C,3 meter,3,2013-03-16,22.95,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,201C,3 meter,3,2012-08-01,28.9,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,201C,3 meter,3,2012-07-12,28.9,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,3 meter,3,2012-06-08,34.85,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,201C,3 meter,3,2012-01-28,28.05,SPA Championships
Max Valasek,M,23,32577,203C,3 meter,3,2018-11-10,37.05,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,203C,3 meter,3,2015-06-11,31.35,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,203C,3 meter,3,2015-05-02,34.2,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,203C,3 meter,3,2014-08-04,34.2,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,203C,3 meter,3,2014-08-04,32.3,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,203C,3 meter,3,2014-07-10,30.4,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,203C,3 meter,3,2014-06-13,40.85,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,203C,3 meter,3,2014-04-25,41.8,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,203C,3 meter,3,2014-03-07,32.3,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,203C,3 meter,3,2014-02-15,35.15,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,203C,3 meter,3,2013-12-13,27.55,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,203C,3 meter,3,2013-07-31,33.25,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,203C,3 meter,3,2013-07-31,19.95,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,203C,3 meter,3,2013-07-11,23.75,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,203C,3 meter,3,2013-06-07,36.1,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,203C,3 meter,3,2013-05-24,15.2,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,203C,3 meter,3,2012-08-01,19.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,203C,3 meter,3,2012-08-01,21.85,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,203C,3 meter,3,2012-07-12,12.35,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,205C,3 meter,3,2019-07-30,23.8,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,205C,3 meter,3,2019-06-29,36.4,Santa Clara Diving Invitational
Max Valasek,M,23,32577,205C,3 meter,3,2019-06-14,49.0,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,205C,3 meter,3,2019-04-26,33.6,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,205C,3 meter,3,2018-07-29,46.2,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,205C,3 meter,3,2018-06-28,54.6,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,205C,3 meter,3,2018-06-16,39.2,Santa Clara Diving Invitational
Max Valasek,M,23,32577,205C,3 meter,3,2018-04-27,53.2,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,205C,3 meter,3,2018-04-14,43.4,Capital Pre Region Invitational
Max Valasek,M,23,32577,205C,3 meter,3,2018-03-08,40.6,2018 Texas All Star Challenge
Max Valasek,M,23,32577,205C,3 meter,3,2018-03-08,39.2,2018 Texas All Star Challenge
Max Valasek,M,23,32577,205C,3 meter,3,2017-07-29,53.2,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,205C,3 meter,3,2017-07-05,47.6,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,205C,3 meter,3,2017-04-21,51.8,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,205C,3 meter,3,2016-08-01,49.0,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,205C,3 meter,3,2016-07-07,58.8,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,205C,3 meter,3,2016-04-29,33.6,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,205C,3 meter,3,2015-08-01,42.0,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,205C,3 meter,3,2015-03-27,22.4,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,301B,3 meter,3,2019-07-30,30.4,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,3 meter,3,2019-06-14,40.85,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,3 meter,3,2019-04-26,44.65,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301B,3 meter,3,2018-11-10,39.9,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,301B,3 meter,3,2018-07-29,36.1,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,3 meter,3,2018-06-28,38.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,3 meter,3,2018-04-27,24.7,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301B,3 meter,3,2018-04-14,32.3,Capital Pre Region Invitational
Max Valasek,M,23,32577,301B,3 meter,3,2017-07-29,33.25,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,301B,3 meter,3,2017-07-05,41.8,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,301B,3 meter,3,2017-04-21,32.3,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2016-08-01,32.4,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,301C,3 meter,3,2016-07-07,27.9,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,301C,3 meter,3,2016-04-29,29.7,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2015-08-01,28.8,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,301C,3 meter,3,2015-06-11,35.1,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,301C,3 meter,3,2015-05-02,28.8,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2015-03-27,36.9,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,301C,3 meter,3,2014-12-05,25.2,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,301C,3 meter,3,2014-08-04,39.6,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,301C,3 meter,3,2014-07-10,34.2,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,3 meter,3,2014-06-13,41.4,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2014-04-25,35.1,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,301C,3 meter,3,2014-03-07,29.7,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2014-02-15,36.9,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,301C,3 meter,3,2013-12-13,30.6,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,301C,3 meter,3,2013-07-31,34.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,301C,3 meter,3,2013-07-11,32.4,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,3 meter,3,2013-06-07,35.1,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2013-05-24,26.1,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,301C,3 meter,3,2013-03-16,34.2,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,301C,3 meter,3,2012-01-28,28.8,SPA Championships
Max Valasek,M,23,32577,303C,3 meter,3,2018-11-10,34.0,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,305C,3 meter,3,2019-07-30,50.4,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,305C,3 meter,3,2019-06-29,40.6,Santa Clara Diving Invitational
Max Valasek,M,23,32577,305C,3 meter,3,2019-06-14,32.2,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,305C,3 meter,3,2019-04-26,39.2,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,305C,3 meter,3,2018-07-29,30.8,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,305C,3 meter,3,2018-06-28,50.4,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,305C,3 meter,3,2018-06-16,37.8,Santa Clara Diving Invitational
Max Valasek,M,23,32577,305C,3 meter,3,2018-04-27,47.6,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,305C,3 meter,3,2018-04-14,53.2,Capital Pre Region Invitational
Max Valasek,M,23,32577,305C,3 meter,3,2018-03-08,58.8,2018 Texas All Star Challenge
Max Valasek,M,23,32577,305C,3 meter,3,2018-03-08,33.6,2018 Texas All Star Challenge
Max Valasek,M,23,32577,305C,3 meter,3,2017-07-29,33.6,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,305C,3 meter,3,2017-07-05,51.8,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,305C,3 meter,3,2017-04-21,28.0,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,401B,3 meter,3,2018-11-10,28.0,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,401B,3 meter,3,2013-06-07,32.9,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,401B,3 meter,3,2013-05-24,27.3,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,401B,3 meter,3,2013-03-16,16.8,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,401B,3 meter,3,2012-08-01,22.4,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,401B,3 meter,3,2012-07-12,23.8,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,401B,3 meter,3,2012-06-08,25.2,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,401B,3 meter,3,2012-01-28,20.3,SPA Championships
Max Valasek,M,23,32577,403B,3 meter,3,2019-07-30,39.9,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,403B,3 meter,3,2019-06-14,37.8,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,403B,3 meter,3,2019-04-26,39.9,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,403B,3 meter,3,2018-11-10,39.9,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,403B,3 meter,3,2018-07-29,37.8,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,403B,3 meter,3,2018-06-28,42.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,403B,3 meter,3,2018-04-27,45.15,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,403B,3 meter,3,2018-04-14,40.95,Capital Pre Region Invitational
Max Valasek,M,23,32577,403B,3 meter,3,2017-07-29,35.7,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,403B,3 meter,3,2017-07-05,50.4,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,403C,3 meter,3,2017-04-21,35.15,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2016-08-01,38.95,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,403C,3 meter,3,2016-07-07,37.05,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,403C,3 meter,3,2016-04-29,34.2,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2015-08-01,36.1,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,403C,3 meter,3,2015-06-11,34.2,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,403C,3 meter,3,2015-05-02,36.1,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2015-03-27,31.35,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,403C,3 meter,3,2014-12-05,34.2,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,403C,3 meter,3,2014-08-04,28.5,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,403C,3 meter,3,2014-07-10,33.25,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403C,3 meter,3,2014-06-13,41.8,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2014-04-25,33.25,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,403C,3 meter,3,2014-03-07,36.1,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2014-02-15,35.15,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,403C,3 meter,3,2013-12-13,35.15,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,403C,3 meter,3,2013-07-31,34.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,3 meter,3,2013-07-11,33.25,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403C,3 meter,3,2013-05-24,31.35,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,403C,3 meter,3,2013-03-16,23.75,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2012-08-01,30.4,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,3 meter,3,2012-08-01,38.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,403C,3 meter,3,2012-07-12,22.8,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,403C,3 meter,3,2012-06-08,39.9,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,403C,3 meter,3,2012-01-28,37.05,SPA Championships
Max Valasek,M,23,32577,404C,3 meter,3,2016-08-01,20.4,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,404C,3 meter,3,2016-07-07,40.8,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,404C,3 meter,3,2016-04-29,28.8,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,404C,3 meter,3,2015-08-01,34.8,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,404C,3 meter,3,2015-06-11,34.8,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,404C,3 meter,3,2015-05-02,38.4,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,404C,3 meter,3,2014-12-05,33.6,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,404C,3 meter,3,2014-08-04,33.6,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,404C,3 meter,3,2014-08-04,40.8,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,404C,3 meter,3,2014-07-10,39.6,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,404C,3 meter,3,2014-06-13,39.6,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,404C,3 meter,3,2014-04-25,33.6,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,404C,3 meter,3,2014-03-07,37.2,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,404C,3 meter,3,2014-02-15,38.4,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,404C,3 meter,3,2013-12-13,36.0,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,404C,3 meter,3,2013-07-31,36.0,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,404C,3 meter,3,2013-07-31,43.2,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,404C,3 meter,3,2013-07-11,39.6,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,404C,3 meter,3,2013-06-07,21.6,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,405C,3 meter,3,2019-07-30,49.95,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,405C,3 meter,3,2019-06-29,56.7,Santa Clara Diving Invitational
Max Valasek,M,23,32577,405C,3 meter,3,2019-06-14,44.55,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,405C,3 meter,3,2019-04-26,49.95,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,405C,3 meter,3,2018-07-29,49.95,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,405C,3 meter,3,2018-06-28,56.7,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,405C,3 meter,3,2018-06-16,48.6,Santa Clara Diving Invitational
Max Valasek,M,23,32577,405C,3 meter,3,2018-04-27,56.7,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,405C,3 meter,3,2018-04-14,52.65,Capital Pre Region Invitational
Max Valasek,M,23,32577,405C,3 meter,3,2018-03-08,40.5,2018 Texas All Star Challenge
Max Valasek,M,23,32577,405C,3 meter,3,2018-03-08,55.35,2018 Texas All Star Challenge
Max Valasek,M,23,32577,405C,3 meter,3,2017-07-29,45.9,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,405C,3 meter,3,2017-07-05,18.9,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,405C,3 meter,3,2017-04-21,45.9,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,405C,3 meter,3,2015-03-27,35.1,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,5132D,3 meter,3,2017-07-29,37.8,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,5132D,3 meter,3,2017-07-05,38.85,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,5132D,3 meter,3,2017-04-21,38.85,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5132D,3 meter,3,2013-03-16,12.6,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,5152B,3 meter,3,2019-07-30,60.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,5152B,3 meter,3,2019-06-29,51.0,Santa Clara Diving Invitational
Max Valasek,M,23,32577,5152B,3 meter,3,2019-06-14,27.0,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,5152B,3 meter,3,2019-04-26,43.5,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5152B,3 meter,3,2018-07-29,40.5,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,5152B,3 meter,3,2018-06-28,46.5,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2019-07-30,40.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2019-06-14,38.0,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2019-04-26,40.0,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2018-11-10,45.0,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2018-07-29,35.0,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2018-06-28,43.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2018-04-27,36.0,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2018-04-14,40.0,Capital Pre Region Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2017-07-05,48.0,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2017-04-21,45.0,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2016-08-01,38.0,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2016-07-07,44.0,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,5231D,3 meter,3,2016-04-29,37.0,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2015-08-01,33.0,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2015-06-11,38.0,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2015-05-02,36.0,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2015-03-27,39.0,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2014-12-05,37.0,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2014-08-04,34.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,5231D,3 meter,3,2014-07-10,43.0,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2014-06-13,38.0,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2014-04-25,34.0,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2014-03-07,34.0,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2014-02-15,8.0,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2013-12-13,24.0,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2013-07-31,22.0,2013 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2013-07-11,23.0,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2013-06-07,22.0,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2013-05-24,10.0,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,5231D,3 meter,3,2013-03-16,0.0,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2012-08-01,21.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2012-08-01,25.0,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2012-07-12,27.0,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,5231D,3 meter,3,2012-06-08,24.0,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2019-04-26,49.2,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2018-11-10,44.4,Santa Clara Fall Diving Invitational
Max Valasek,M,23,32577,5233D,3 meter,3,2018-06-16,45.6,Santa Clara Diving Invitational
Max Valasek,M,23,32577,5233D,3 meter,3,2018-04-27,49.2,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2018-04-14,43.2,Capital Pre Region Invitational
Max Valasek,M,23,32577,5233D,3 meter,3,2018-03-08,43.2,2018 Texas All Star Challenge
Max Valasek,M,23,32577,5233D,3 meter,3,2018-03-08,42.0,2018 Texas All Star Challenge
Max Valasek,M,23,32577,5233D,3 meter,3,2017-07-29,42.0,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2016-08-01,39.6,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2016-07-07,48.0,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,5233D,3 meter,3,2016-04-29,37.2,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2015-08-01,42.0,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2015-06-11,39.6,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2015-05-02,39.6,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,5233D,3 meter,3,2015-03-27,37.2,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,5233D,3 meter,3,2014-12-05,39.6,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,5331D,3 meter,3,2018-03-08,43.05,2018 Texas All Star Challenge
Max Valasek,M,23,32577,5331D,3 meter,3,2018-03-08,40.95,2018 Texas All Star Challenge
Max Valasek,M,23,32577,5331D,3 meter,3,2017-07-29,37.8,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,5331D,3 meter,3,2017-07-05,39.9,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,5331D,3 meter,3,2017-04-21,36.75,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,101B,platform,5,2013-05-24,22.75,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,101B,platform,5,2012-08-01,21.45,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,101B,platform,5,2012-07-12,17.55,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103B,platform,5,2019-06-14,30.6,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,103B,platform,5,2018-06-28,40.8,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,103B,platform,5,2016-07-07,28.9,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,103B,platform,5,2013-05-24,31.45,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,103B,platform,5,2012-08-01,33.15,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,103B,platform,5,2012-08-01,33.15,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,103B,platform,5,2017-04-21,35.2,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,103B,platform,5,2015-08-01,24.8,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,103B,platform,5,2015-06-11,28.0,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,103B,platform,5,2014-12-05,34.4,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,103B,platform,5,2014-08-04,28.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,103B,platform,5,2014-07-10,31.2,2014 USA Diving Summer Junior Zone E Championships
